id,yield_class,age,average_height,dbh,taper,trees_per_ha,volume_per_ha
14,28.0,20,24.9,40.6,0.409,246.0,325.0
14,28.0,30,31.0,59.9,0.417,154.0,560.0
14,28.0,40,34.4,72.2,0.429,123.0,741.0
14,28.0,50,36.1,78.8,0.436,110.0,850.0
14,28.0,60,36.8,81.4,0.439,106.0,894.0
14,27.0,20,24.4,39.9,0.409,251.0,313.0
14,27.0,30,30.4,58.9,0.417,157.0,540.0
14,27.0,40,33.7,71.0,0.427,125.0,715.0
14,27.0,50,35.4,77.5,0.434,112.0,820.0
14,27.0,60,36.1,80.0,0.437,108.0,862.0
14,26.0,20,23.9,39.1,0.409,257.0,302.0
14,26.0,30,29.8,57.8,0.416,160.0,521.0
14,26.0,40,33.1,69.7,0.425,128.0,689.0
14,26.0,50,34.8,76.2,0.432,115.0,790.0
14,26.0,60,35.4,78.6,0.435,111.0,830.0
14,25.0,20,23.4,38.3,0.409,263.0,290.0
14,25.0,30,29.2,56.7,0.415,163.0,502.0
14,25.0,40,32.5,68.5,0.424,131.0,664.0
14,25.0,50,34.1,74.8,0.43,117.0,762.0
14,25.0,60,34.7,77.3,0.433,113.0,800.0
14,24.0,20,22.9,37.5,0.409,269.0,279.0
14,24.0,30,28.7,55.7,0.414,167.0,484.0
14,24.0,40,31.9,67.3,0.422,134.0,640.0
14,24.0,50,33.5,73.5,0.428,120.0,734.0
14,24.0,60,34.1,75.9,0.431,116.0,771.0
14,23.0,20,22.4,36.7,0.41,276.0,268.0
14,23.0,30,27.6,54.5,0.414,171.0,465.0
14,23.0,40,31.2,66.0,0.421,137.0,616.0
14,23.0,50,32.8,72.2,0.427,123.0,706.0
14,23.0,60,33.4,74.5,0.429,119.0,742.0
14,22.0,20,21.9,35.9,0.41,283.0,257.0
14,22.0,30,27.5,53.4,0.413,176.0,447.0
14,22.0,40,30.6,64.7,0.42,140.0,592.0
14,22.0,50,32.2,70.8,0.425,126.0,679.0
14,22.0,60,32.8,73.1,0.427,122.0,714.0
14,21.0,20,21.3,35.0,0.411,291.0,245.0
14,21.0,30,26.8,52.2,0.412,181.0,428.0
14,21.0,40,29.9,63.4,0.419,144.0,567.0
14,21.0,50,31.4,69.3,0.424,129.0,651.0
14,21.0,60,32.0,71.7,0.425,125.0,685.0
14,20.0,20,20.8,34.2,0.411,299.0,234.0
14,20.0,30,26.1,51.0,0.411,186.0,409.0
14,20.0,40,29.2,62.0,0.417,148.0,543.0
14,20.0,50,30.7,67.9,0.422,133.0,624.0
14,20.0,60,31.3,70.2,0.423,128.0,657.0
14,19.0,20,20.1,33.3,0.412,309.0,222.0
14,19.0,30,25.4,49.8,0.411,192.0,390.0
14,19.0,40,28.4,60.5,0.416,153.0,519.0
14,19.0,50,29.9,66.3,0.42,137.0,597.0
14,19.0,60,30.5,68.6,0.422,132.0,628.0
14,18.0,20,19.5,32.3,0.412,319.0,211.0
14,18.0,30,24.7,48.5,0.41,198.0,372.0
14,18.0,40,27.6,59.0,0.415,158.0,495.0
14,18.0,50,29.1,64.8,0.418,142.0,570.0
14,18.0,60,29.7,67.0,0.42,137.0,600.0
14,17.0,20,18.9,31.4,0.413,331.0,199.0
14,17.0,30,23.9,47.1,0.41,206.0,353.0
14,17.0,40,26.7,57.4,0.413,164.0,471.0
14,17.0,50,28.2,63.0,0.417,148.0,542.0
14,17.0,60,28.8,65.2,0.418,142.0,571.0
14,16.0,20,18.3,30.4,0.413,343.0,188.0
14,16.0,30,23.2,45.8,0.41,214.0,334.0
14,16.0,40,25.9,55.8,0.412,171.0,447.0
14,16.0,50,27.3,61.3,0.415,154.0,514.0
14,16.0,60,27.9,63.4,0.416,148.0,542.0
14,15.0,20,17.6,29.4,0.414,357.0,176.0
14,15.0,30,22.3,44.3,0.41,223.0,315.0
14,15.0,40,25.0,54.0,0.412,179.0,422.0
14,15.0,50,26.3,59.2,0.414,162.0,485.0
14,15.0,60,26.9,61.3,0.415,156.0,511.0
14,14.0,20,16.9,28.4,0.415,371.0,165.0
14,14.0,30,21.5,42.8,0.41,233.0,296.0
14,14.0,40,24.1,52.1,0.411,187.0,397.0
14,14.0,50,25.4,57.2,0.412,170.0,457.0
14,14.0,60,25.9,59.1,0.413,164.0,480.0
14,13.0,20,16.2,27.3,0.416,389.0,153.0
14,13.0,30,20.7,41.4,0.41,246.0,276.0
14,13.0,40,23.2,50.0,0.411,198.0,370.0
14,13.0,50,24.4,54.7,0.411,180.0,426.0
14,13.0,60,24.8,56.4,0.412,175.0,446.0
14,12.0,20,15.6,26.1,0.417,407.0,142.0
14,12.0,30,19.9,39.9,0.41,259.0,257.0
14,12.0,40,22.3,47.8,0.41,210.0,344.0
14,12.0,50,23.5,52.2,0.41,191.0,395.0
14,12.0,60,23.8,53.7,0.411,186.0,413.0
15,8.0,20,13.4,10.8,0.386,1599.0,76.0
15,8.0,30,17.3,16.7,0.44,927.0,155.0
15,8.0,40,20.2,20.9,0.474,694.0,227.0
15,8.0,50,22.3,24.1,0.498,568.0,287.0
15,8.0,60,23.8,26.7,0.515,487.0,335.0
15,8.0,70,24.9,29.0,0.529,429.0,373.0
15,8.0,80,25.8,30.9,0.539,386.0,403.0
15,8.0,90,26.4,32.6,0.548,352.0,425.0
15,8.0,100,26.8,34.2,0.555,326.0,442.0
15,7.0,20,12.9,10.2,0.381,1705.0,68.0
15,7.0,30,16.8,15.9,0.433,977.0,141.0
15,7.0,40,19.7,19.9,0.467,728.0,209.0
15,7.0,50,21.8,23.1,0.491,594.0,265.0
15,7.0,60,23.3,25.6,0.508,508.0,310.0
15,7.0,70,24.4,27.8,0.522,447.0,345.0
15,7.0,80,25.2,29.7,0.533,401.0,372.0
15,7.0,90,25.7,31.3,0.541,365.0,392.0
15,7.0,100,26.1,32.8,0.549,336.0,407.0
15,6.0,20,12.2,9.5,0.375,1856.0,59.0
15,6.0,30,16.2,14.9,0.425,1049.0,126.0
15,6.0,40,19.0,18.8,0.458,777.0,189.0
15,6.0,50,21.1,21.9,0.482,631.0,241.0
15,6.0,60,22.6,24.3,0.499,537.0,282.0
15,6.0,70,23.7,26.4,0.513,471.0,313.0
15,6.0,80,24.4,28.2,0.524,421.0,337.0
15,6.0,90,24.9,29.8,0.533,383.0,354.0
15,6.0,100,25.2,31.2,0.541,351.0,366.0
15,5.0,20,11.2,8.5,0.369,2092.0,50.0
15,5.0,30,15.3,13.8,0.414,1157.0,109.0
15,5.0,40,18.2,17.5,0.446,850.0,165.0
15,5.0,50,20.2,20.3,0.47,686.0,212.0
15,5.0,60,21.7,22.7,0.488,582.0,248.0
15,5.0,70,22.7,24.7,0.502,508.0,276.0
15,5.0,80,23.4,26.4,0.513,453.0,296.0
15,5.0,90,23.8,27.9,0.522,409.0,310.0
15,5.0,100,24.0,29.2,0.53,374.0,319.0
15,4.0,20,10.0,7.3,0.364,2515.0,39.0
15,4.0,30,14.0,12.2,0.401,1342.0,88.0
15,4.0,40,16.9,15.7,0.431,974.0,137.0
15,4.0,50,19.0,18.3,0.454,779.0,177.0
15,4.0,60,20.4,20.5,0.471,656.0,209.0
15,4.0,70,21.3,22.4,0.486,569.0,232.0
15,4.0,80,21.9,24.0,0.497,504.0,248.0
15,4.0,90,22.2,25.4,0.507,453.0,258.0
15,4.0,100,22.3,26.7,0.515,412.0,264.0
15,3.0,20,8.2,5.7,0.366,3516.0,27.0
15,3.0,30,12.2,10.1,0.383,1734.0,65.0
15,3.0,40,15.1,13.2,0.408,1227.0,103.0
15,3.0,50,17.1,15.6,0.43,967.0,136.0
15,3.0,60,18.4,17.6,0.447,804.0,161.0
15,3.0,70,19.2,19.2,0.461,690.0,178.0
15,3.0,80,19.7,20.7,0.473,606.0,189.0
15,3.0,90,19.8,21.9,0.483,540.0,195.0
15,3.0,100,19.8,23.1,0.491,488.0,199.0
15,2.0,20,5.6,3.2,0.428,8566.0,16.0
15,2.0,30,9.2,6.8,0.366,3115.0,38.0
15,2.0,40,12.0,9.4,0.376,2038.0,63.0
15,2.0,50,13.8,11.4,0.391,1540.0,85.0
15,2.0,60,15.0,13.0,0.407,1243.0,101.0
15,2.0,70,15.6,14.4,0.42,1041.0,111.0
15,2.0,80,15.8,15.6,0.432,895.0,117.0
15,2.0,90,15.8,16.7,0.442,785.0,120.0
15,2.0,100,15.8,17.6,0.451,703.0,122.0
15,1.0,50,7.4,3.2,0.355,14698.0,32.0
15,1.0,60,8.1,4.2,0.348,9072.0,36.0
15,1.0,70,8.4,5.1,0.355,6421.0,38.0
15,1.0,80,8.4,5.8,0.364,4917.0,39.0
15,1.0,90,8.4,6.4,0.372,3989.0,40.0
15,1.0,100,8.4,7.0,0.379,3364.0,41.0
16,20.0,20,23.0,24.7,0.461,589.0,299.0
16,20.0,30,26.3,31.4,0.462,420.0,395.0
16,20.0,40,28.1,36.0,0.469,340.0,457.0
16,20.0,50,29.0,39.5,0.477,293.0,496.0
16,20.0,60,29.5,42.0,0.483,263.0,519.0
16,20.0,70,29.6,44.0,0.489,241.0,530.0
16,20.0,80,29.6,45.5,0.494,225.0,533.0
16,19.0,20,22.5,24.2,0.463,600.0,287.0
16,19.0,30,25.8,30.8,0.463,427.0,380.0
16,19.0,40,27.6,35.4,0.469,345.0,440.0
16,19.0,50,28.5,38.8,0.476,298.0,478.0
16,19.0,60,29.0,41.3,0.482,267.0,501.0
16,19.0,70,29.2,43.3,0.488,245.0,512.0
16,19.0,80,29.2,44.7,0.492,229.0,516.0
16,18.0,20,22.0,23.7,0.464,612.0,276.0
16,18.0,30,25.3,30.2,0.463,435.0,365.0
16,18.0,40,27.1,34.7,0.468,351.0,423.0
16,18.0,50,28.1,38.1,0.474,303.0,461.0
16,18.0,60,28.6,40.6,0.48,272.0,483.0
16,18.0,70,28.8,42.5,0.486,250.0,495.0
16,18.0,80,28.8,43.9,0.49,234.0,500.0
16,17.0,20,21.4,23.1,0.466,626.0,261.0
16,17.0,30,24.7,29.4,0.464,442.0,345.0
16,17.0,40,26.5,33.9,0.468,356.0,400.0
16,17.0,50,27.5,37.3,0.474,307.0,436.0
16,17.0,60,28.0,39.7,0.479,275.0,458.0
16,17.0,70,28.3,41.5,0.484,253.0,470.0
16,17.0,80,28.3,43.0,0.488,237.0,475.0
16,16.0,20,20.8,22.4,0.468,640.0,246.0
16,16.0,30,24.1,28.7,0.465,450.0,326.0
16,16.0,40,25.9,33.1,0.468,362.0,378.0
16,16.0,50,27.0,36.4,0.473,311.0,412.0
16,16.0,60,27.5,38.8,0.478,279.0,434.0
16,16.0,70,27.8,40.6,0.482,257.0,446.0
16,16.0,80,27.9,42.0,0.486,240.0,451.0
16,15.0,20,20.1,21.6,0.471,659.0,229.0
16,15.0,30,23.3,27.8,0.467,460.0,304.0
16,15.0,40,25.1,32.1,0.469,369.0,353.0
16,15.0,50,26.2,35.4,0.473,316.0,385.0
16,15.0,60,26.8,37.8,0.477,283.0,405.0
16,15.0,70,27.1,39.5,0.481,261.0,417.0
16,15.0,80,27.2,40.9,0.484,244.0,423.0
16,14.0,20,19.4,20.8,0.474,679.0,213.0
16,14.0,30,22.6,26.9,0.469,470.0,282.0
16,14.0,40,24.4,31.2,0.469,376.0,328.0
16,14.0,50,25.5,34.3,0.472,322.0,358.0
16,14.0,60,26.1,36.7,0.476,288.0,377.0
16,14.0,70,26.4,38.4,0.479,265.0,389.0
16,14.0,80,26.5,39.8,0.482,248.0,395.0
16,13.0,20,18.5,19.9,0.478,710.0,196.0
16,13.0,30,21.7,25.8,0.472,488.0,261.0
16,13.0,40,23.5,30.0,0.471,389.0,304.0
16,13.0,50,24.6,33.1,0.473,332.0,332.0
16,13.0,60,25.2,35.4,0.476,297.0,350.0
16,13.0,70,25.5,37.1,0.479,272.0,362.0
16,13.0,80,25.7,38.5,0.481,255.0,368.0
16,12.0,20,17.7,19.0,0.482,741.0,179.0
16,12.0,30,20.8,24.7,0.475,507.0,240.0
16,12.0,40,22.6,28.8,0.473,402.0,280.0
16,12.0,50,23.7,31.9,0.474,343.0,306.0
16,12.0,60,24.3,34.1,0.476,306.0,324.0
16,12.0,70,24.7,35.9,0.478,280.0,335.0
16,12.0,80,24.9,37.2,0.48,262.0,341.0
16,11.0,20,16.7,17.9,0.487,790.0,162.0
16,11.0,30,19.7,23.4,0.479,538.0,220.0
16,11.0,40,21.5,27.4,0.476,425.0,257.0
16,11.0,50,22.6,30.4,0.476,362.0,282.0
16,11.0,60,23.2,32.6,0.478,323.0,299.0
16,11.0,70,23.6,34.3,0.479,296.0,310.0
16,11.0,80,23.8,35.6,0.481,277.0,316.0
16,10.0,20,15.8,16.9,0.491,840.0,145.0
16,10.0,30,18.7,22.2,0.483,569.0,200.0
16,10.0,40,20.4,26.1,0.479,449.0,235.0
16,10.0,50,21.5,29.0,0.478,382.0,259.0
16,10.0,60,22.2,31.1,0.479,340.0,275.0
16,10.0,70,22.6,32.8,0.48,312.0,285.0
16,10.0,80,22.8,34.0,0.481,293.0,291.0
16,9.0,20,14.7,15.7,0.494,915.0,127.0
16,9.0,30,17.5,20.8,0.489,616.0,179.0
16,9.0,40,19.2,24.5,0.485,485.0,212.0
16,9.0,50,20.3,27.3,0.483,413.0,235.0
16,9.0,60,20.9,29.3,0.483,369.0,250.0
16,9.0,70,21.3,30.9,0.483,338.0,260.0
16,9.0,80,21.5,32.0,0.484,317.0,266.0
16,8.0,20,13.7,14.4,0.497,990.0,110.0
16,8.0,30,16.4,19.3,0.495,663.0,158.0
16,8.0,40,18.0,22.9,0.49,522.0,190.0
16,8.0,50,19.1,25.5,0.487,445.0,212.0
16,8.0,60,19.7,27.5,0.486,398.0,226.0
16,8.0,70,20.1,29.0,0.486,365.0,236.0
16,8.0,80,20.3,30.1,0.486,343.0,241.0
16,7.0,20,12.5,13.1,0.496,1103.0,92.0
16,7.0,30,15.1,17.7,0.502,730.0,136.0
16,7.0,40,16.7,21.1,0.498,574.0,165.0
16,7.0,50,17.7,23.5,0.495,491.0,186.0
16,7.0,60,18.3,25.4,0.493,441.0,199.0
16,7.0,70,18.7,26.7,0.492,407.0,209.0
16,7.0,80,19.0,27.7,0.492,384.0,214.0
16,6.0,20,11.4,11.7,0.494,1216.0,74.0
16,6.0,30,13.8,16.1,0.508,798.0,114.0
16,6.0,40,15.4,19.2,0.505,627.0,141.0
16,6.0,50,16.4,21.5,0.502,537.0,160.0
16,6.0,60,17.0,23.2,0.499,484.0,173.0
16,6.0,70,17.4,24.4,0.498,449.0,182.0
16,6.0,80,17.7,25.3,0.497,425.0,188.0
16,5.0,20,10.1,10.3,0.48,1400.0,57.0
16,5.0,30,12.4,14.3,0.511,908.0,93.0
16,5.0,40,13.9,17.2,0.512,715.0,118.0
16,5.0,50,14.7,19.3,0.51,617.0,136.0
16,5.0,60,15.6,20.7,0.506,563.0,148.0
16,5.0,70,16.1,21.8,0.504,530.0,157.0
16,5.0,80,16.5,22.5,0.502,510.0,164.0
16,4.0,20,8.8,8.9,0.465,1584.0,40.0
16,4.0,30,11.0,12.6,0.513,1018.0,72.0
16,4.0,40,12.5,15.2,0.519,803.0,95.0
16,4.0,50,13.5,17.0,0.517,698.0,112.0
16,4.0,60,14.3,18.3,0.513,642.0,124.0
16,4.0,70,14.9,19.1,0.51,611.0,133.0
16,4.0,80,15.3,19.7,0.507,595.0,140.0
17,9.0,20,13.8,16.3,0.52,1320.0,199.0
17,9.0,30,18.7,21.6,0.501,884.0,304.0
17,9.0,40,22.2,26.3,0.492,648.0,384.0
17,9.0,50,24.7,30.5,0.486,506.0,444.0
17,9.0,60,26.4,34.2,0.482,416.0,486.0
17,9.0,70,27.7,37.4,0.478,356.0,516.0
17,9.0,80,28.6,40.0,0.476,314.0,537.0
17,9.0,90,29.2,42.1,0.473,286.0,551.0
17,9.0,100,29.7,43.7,0.472,268.0,561.0
17,9.0,110,30.0,44.8,0.47,256.0,568.0
17,9.0,120,30.2,45.4,0.47,250.0,574.0
17,9.0,130,30.4,45.5,0.469,249.0,578.0
17,9.0,140,30.5,45.5,0.469,249.0,581.0
17,9.0,150,30.6,45.5,0.469,249.0,583.0
17,9.0,160,30.7,45.6,0.469,249.0,585.0
17,9.0,170,30.7,45.6,0.469,249.0,586.0
17,9.0,180,30.7,45.6,0.469,249.0,587.0
17,8.0,20,12.9,15.2,0.523,1452.0,179.0
17,8.0,30,17.6,20.4,0.505,959.0,279.0
17,8.0,40,21.0,25.0,0.495,699.0,356.0
17,8.0,50,23.4,29.0,0.489,546.0,413.0
17,8.0,60,25.0,32.6,0.484,449.0,454.0
17,8.0,70,26.2,35.5,0.481,386.0,482.0
17,8.0,80,27.1,37.9,0.479,343.0,502.0
17,8.0,90,27.7,39.8,0.477,315.0,516.0
17,8.0,100,28.1,41.1,0.475,297.0,526.0
17,8.0,110,28.4,41.9,0.474,288.0,533.0
17,8.0,120,28.6,42.1,0.474,286.0,538.0
17,8.0,130,28.8,42.1,0.474,286.0,542.0
17,8.0,140,28.9,42.2,0.474,286.0,545.0
17,8.0,150,28.9,42.2,0.474,286.0,547.0
17,8.0,160,29.0,42.2,0.473,286.0,548.0
17,8.0,170,29.0,42.2,0.473,286.0,549.0
17,8.0,180,29.1,42.2,0.473,286.0,550.0
17,7.0,20,11.6,13.9,0.528,1645.0,152.0
17,7.0,30,16.1,18.9,0.51,1063.0,245.0
17,7.0,40,19.4,23.3,0.5,769.0,317.0
17,7.0,50,21.6,27.2,0.493,600.0,370.0
17,7.0,60,23.2,30.4,0.488,495.0,408.0
17,7.0,70,24.3,33.1,0.485,427.0,435.0
17,7.0,80,25.1,35.2,0.483,383.0,453.0
17,7.0,90,25.7,36.8,0.481,355.0,466.0
17,7.0,100,26.0,37.7,0.48,340.0,475.0
17,7.0,110,26.3,38.1,0.479,335.0,481.0
17,7.0,120,26.5,38.2,0.479,335.0,486.0
17,7.0,130,26.6,38.2,0.479,335.0,489.0
17,7.0,140,26.7,38.2,0.479,335.0,492.0
17,7.0,150,26.8,38.2,0.479,335.0,493.0
17,7.0,160,26.8,38.3,0.479,335.0,494.0
17,7.0,170,26.9,38.3,0.479,335.0,495.0
17,7.0,180,26.9,38.3,0.478,335.0,496.0
17,6.0,20,10.1,12.2,0.533,1933.0,121.0
17,6.0,30,14.3,17.0,0.518,1210.0,203.0
17,6.0,40,17.3,21.2,0.506,864.0,268.0
17,6.0,50,19.5,24.8,0.499,672.0,315.0
17,6.0,60,20.9,27.8,0.494,555.0,349.0
17,6.0,70,22.0,30.2,0.491,483.0,372.0
17,6.0,80,22.7,31.9,0.489,437.0,388.0
17,6.0,90,23.2,33.1,0.487,412.0,399.0
17,6.0,100,23.5,33.6,0.486,402.0,407.0
17,6.0,110,23.7,33.7,0.486,402.0,413.0
17,6.0,120,23.9,33.7,0.485,402.0,416.0
17,6.0,130,24.0,33.8,0.485,402.0,419.0
17,6.0,140,24.1,33.8,0.485,402.0,421.0
17,6.0,150,24.2,33.8,0.485,402.0,422.0
17,6.0,160,24.2,33.8,0.485,402.0,423.0
17,6.0,170,24.2,33.8,0.485,402.0,424.0
17,6.0,180,24.2,33.8,0.485,402.0,424.0
17,5.0,20,8.3,10.2,0.533,2375.0,87.0
17,5.0,30,12.2,14.8,0.527,1419.0,157.0
17,5.0,40,14.9,18.7,0.516,995.0,211.0
17,5.0,50,16.9,22.0,0.508,769.0,251.0
17,5.0,60,18.2,24.7,0.503,637.0,279.0
17,5.0,70,19.2,26.7,0.499,558.0,298.0
17,5.0,80,19.8,28.0,0.497,513.0,311.0
17,5.0,90,20.2,28.8,0.495,492.0,320.0
17,5.0,100,20.5,28.9,0.495,490.0,327.0
17,5.0,110,20.7,29.0,0.494,490.0,331.0
17,5.0,120,20.9,29.0,0.494,490.0,334.0
17,5.0,130,21.0,29.1,0.494,490.0,336.0
17,5.0,140,21.0,29.1,0.493,490.0,337.0
17,5.0,150,21.1,29.1,0.493,490.0,338.0
17,5.0,160,21.1,29.1,0.493,490.0,339.0
17,5.0,170,21.1,29.1,0.493,490.0,339.0
17,5.0,180,21.1,29.1,0.493,490.0,340.0
17,4.0,20,6.5,8.2,0.517,3050.0,55.0
17,4.0,30,9.8,12.4,0.536,1714.0,109.0
17,4.0,40,12.2,16.0,0.528,1176.0,152.0
17,4.0,50,14.0,18.9,0.521,903.0,184.0
17,4.0,60,15.2,21.1,0.515,750.0,206.0
17,4.0,70,16.0,22.8,0.511,663.0,221.0
17,4.0,80,16.6,23.7,0.509,619.0,231.0
17,4.0,90,17.0,24.1,0.507,608.0,238.0
17,4.0,100,17.3,24.2,0.506,608.0,243.0
17,4.0,110,17.4,24.2,0.506,608.0,247.0
17,4.0,120,17.6,24.2,0.505,608.0,249.0
17,4.0,130,17.7,24.3,0.505,608.0,250.0
17,4.0,140,17.7,24.3,0.505,608.0,252.0
17,4.0,150,17.8,24.3,0.504,608.0,252.0
17,4.0,160,17.8,24.3,0.504,608.0,253.0
17,4.0,170,17.8,24.3,0.504,608.0,253.0
17,4.0,180,17.8,24.3,0.504,608.0,253.0
17,3.0,20,4.7,6.5,0.472,3797.0,28.0
17,3.0,30,7.3,10.2,0.541,2043.0,65.0
17,3.0,40,9.3,13.2,0.544,1391.0,97.0
17,3.0,50,10.8,15.7,0.538,1069.0,120.0
17,3.0,60,11.9,17.6,0.532,894.0,138.0
17,3.0,70,12.7,18.9,0.527,799.0,150.0
17,3.0,80,13.3,19.6,0.524,758.0,159.0
17,3.0,90,13.7,19.7,0.522,754.0,165.0
17,3.0,100,14.0,19.8,0.521,754.0,169.0
17,3.0,110,14.2,19.8,0.52,754.0,172.0
17,3.0,120,14.4,19.9,0.519,754.0,175.0
17,3.0,130,14.5,19.9,0.518,754.0,176.0
17,3.0,140,14.6,19.9,0.518,754.0,177.0
17,3.0,150,14.6,19.9,0.518,754.0,178.0
17,3.0,160,14.7,19.9,0.517,754.0,178.0
17,3.0,170,14.7,19.9,0.517,754.0,179.0
17,3.0,180,14.7,19.9,0.517,754.0,179.0
17,2.0,20,2.5,5.6,0.414,3131.0,8.0
17,2.0,30,4.2,8.6,0.546,1875.0,25.0
17,2.0,40,5.6,11.1,0.569,1371.0,43.0
17,2.0,50,6.9,13.2,0.567,1108.0,59.0
17,2.0,60,8.0,14.8,0.56,959.0,73.0
17,2.0,70,8.9,15.9,0.553,876.0,85.0
17,2.0,80,9.6,16.5,0.548,842.0,94.0
17,2.0,90,10.2,16.7,0.543,840.0,102.0
17,2.0,100,10.7,16.8,0.54,840.0,108.0
17,2.0,110,11.1,16.9,0.537,840.0,112.0
17,2.0,120,11.4,17.0,0.535,840.0,116.0
17,2.0,130,11.7,17.0,0.533,840.0,119.0
17,2.0,140,11.9,17.1,0.532,840.0,121.0
17,2.0,150,12.1,17.1,0.531,840.0,123.0
17,2.0,160,12.2,17.1,0.53,840.0,125.0
17,2.0,170,12.3,17.1,0.529,840.0,126.0
17,2.0,180,12.4,17.1,0.529,840.0,127.0
18,16.0,20,12.5,11.8,0.433,2793.0,165.0
18,16.0,30,18.5,19.0,0.502,1307.0,344.0
18,16.0,40,23.2,26.2,0.501,767.0,482.0
18,16.0,50,26.7,33.3,0.492,506.0,579.0
18,16.0,60,29.4,40.0,0.485,355.0,635.0
18,16.0,70,31.4,46.2,0.479,257.0,649.0
18,16.0,80,32.9,52.1,0.476,187.0,622.0
18,15.0,20,12.0,11.2,0.41,3030.0,147.0
18,15.0,30,17.9,18.1,0.493,1418.0,322.0
18,15.0,40,22.6,24.9,0.495,835.0,456.0
18,15.0,50,26.1,31.6,0.487,552.0,550.0
18,15.0,60,28.7,37.9,0.48,388.0,603.0
18,15.0,70,30.7,43.8,0.474,282.0,617.0
18,15.0,80,32.1,49.2,0.47,205.0,590.0
18,14.0,20,11.4,10.7,0.384,3284.0,129.0
18,14.0,30,17.3,17.2,0.482,1534.0,298.0
18,14.0,40,21.9,23.8,0.489,903.0,428.0
18,14.0,50,25.4,30.1,0.482,598.0,519.0
18,14.0,60,28.0,36.0,0.475,422.0,571.0
18,14.0,70,29.9,41.6,0.469,306.0,583.0
18,14.0,80,31.3,46.7,0.464,224.0,557.0
18,13.0,20,10.8,10.1,0.354,3551.0,110.0
18,13.0,30,16.6,16.4,0.472,1652.0,273.0
18,13.0,40,21.1,22.7,0.482,971.0,399.0
18,13.0,50,24.6,28.7,0.476,642.0,486.0
18,13.0,60,27.1,34.4,0.469,453.0,536.0
18,13.0,70,29.0,39.7,0.463,330.0,548.0
18,13.0,80,30.4,44.5,0.458,241.0,522.0
18,12.0,20,10.2,9.6,0.319,3832.0,91.0
18,12.0,30,15.9,15.6,0.46,1769.0,248.0
18,12.0,40,20.3,21.7,0.475,1035.0,368.0
18,12.0,50,23.7,27.5,0.471,683.0,452.0
18,12.0,60,26.2,33.0,0.464,481.0,500.0
18,12.0,70,28.1,38.0,0.458,350.0,511.0
18,12.0,80,29.4,42.7,0.452,255.0,485.0
18,11.0,20,9.5,9.1,0.277,4125.0,71.0
18,11.0,30,15.0,14.9,0.447,1883.0,221.0
18,11.0,40,19.4,20.8,0.468,1095.0,337.0
18,11.0,50,22.7,26.4,0.466,719.0,417.0
18,11.0,60,25.2,31.7,0.459,505.0,462.0
18,11.0,70,27.0,36.6,0.453,366.0,472.0
18,11.0,80,28.3,41.1,0.446,267.0,447.0
18,10.0,20,8.8,8.6,0.225,4440.0,51.0
18,10.0,30,14.1,14.2,0.432,2001.0,194.0
18,10.0,40,18.4,19.9,0.461,1153.0,303.0
18,10.0,50,21.7,25.4,0.46,753.0,379.0
18,10.0,60,24.1,30.5,0.455,526.0,422.0
18,10.0,70,25.8,35.3,0.448,380.0,431.0
18,10.0,80,27.1,39.7,0.44,277.0,407.0
18,9.0,20,8.0,8.1,0.161,4807.0,32.0
18,9.0,30,13.1,13.5,0.415,2137.0,166.0
18,9.0,40,17.3,18.9,0.453,1220.0,269.0
18,9.0,50,20.5,24.2,0.455,791.0,340.0
18,9.0,60,22.8,29.2,0.451,550.0,380.0
18,9.0,70,24.5,33.9,0.444,396.0,389.0
18,9.0,80,25.7,38.2,0.435,286.0,366.0
18,8.0,20,7.1,7.5,0.08,5302.0,13.0
18,8.0,30,12.1,12.5,0.396,2336.0,138.0
18,8.0,40,16.1,17.7,0.445,1325.0,233.0
18,8.0,50,19.2,22.7,0.451,856.0,300.0
18,8.0,60,21.4,27.5,0.448,593.0,337.0
18,8.0,70,23.0,31.9,0.441,425.0,346.0
18,8.0,80,24.1,36.0,0.432,307.0,325.0
18,7.0,30,10.9,11.3,0.375,2698.0,111.0
18,7.0,40,14.7,15.9,0.438,1536.0,198.0
18,7.0,50,17.7,20.5,0.448,995.0,259.0
18,7.0,60,19.8,24.7,0.446,691.0,293.0
18,7.0,70,21.4,28.7,0.441,497.0,302.0
18,7.0,80,22.4,32.3,0.432,359.0,285.0
18,6.0,30,9.5,9.8,0.354,3366.0,86.0
18,6.0,40,13.2,13.7,0.433,1956.0,163.0
18,6.0,50,16.0,17.4,0.448,1286.0,218.0
18,6.0,60,18.0,20.9,0.449,904.0,250.0
18,6.0,70,19.5,24.5,0.445,657.0,260.0
18,6.0,80,20.4,27.1,0.437,431.0,247.0
18,5.0,30,8.1,9.1,0.346,3691.0,67.0
18,5.0,40,11.4,12.6,0.434,2159.0,133.0
18,5.0,50,14.1,16.0,0.452,1421.0,181.0
18,5.0,60,16.0,19.2,0.456,998.0,210.0
18,5.0,70,17.3,22.3,0.455,725.0,222.0
18,5.0,80,18.1,25.1,0.451,532.0,215.0
19,10.0,20,18.6,18.2,0.446,906.0,195.0
19,10.0,30,22.8,23.5,0.449,674.0,298.0
19,10.0,40,25.7,27.8,0.45,548.0,385.0
19,10.0,50,27.8,31.6,0.449,466.0,455.0
19,10.0,60,29.3,34.9,0.444,407.0,507.0
