tree_type,age,average_height,dbh,trees_per_ha,basal_area
deciduous,20.0,12.7,13.1,1302.0,17.55
deciduous,30.0,16.2,17.3,924.0,21.72
deciduous,40.0,18.8,21.0,718.0,24.87
deciduous,50.0,20.7,24.4,586.0,27.4
deciduous,60.0,22.2,27.4,493.0,29.07
deciduous,70.0,23.3,30.3,424.0,30.57
deciduous,80.0,24.1,33.0,370.0,31.65
deciduous,90.0,24.8,35.6,327.0,32.55
deciduous,100.0,25.3,38.0,292.0,33.12
deciduous,110.0,25.6,40.4,263.0,33.71
deciduous,120.0,25.9,42.6,238.0,33.92
deciduous,20.0,11.2,11.5,1517.0,15.76
deciduous,30.0,14.5,15.3,1062.0,19.53
deciduous,40.0,17.0,18.7,814.0,22.36
deciduous,50.0,18.9,21.9,655.0,24.67
deciduous,60.0,20.3,24.8,544.0,26.28
deciduous,70.0,21.5,27.6,462.0,27.64
deciduous,80.0,22.3,30.2,399.0,28.58
deciduous,90.0,23.0,32.7,350.0,29.39
deciduous,100.0,23.5,35.2,309.0,30.07
deciduous,110.0,23.8,37.5,276.0,30.48
deciduous,120.0,24.1,39.8,248.0,30.85
deciduous,20.0,9.6,9.7,1839.0,13.59
deciduous,30.0,12.8,13.1,1265.0,17.05
deciduous,40.0,15.2,16.2,954.0,19.66
deciduous,50.0,17.0,19.1,758.0,21.72
deciduous,60.0,18.4,21.9,621.0,23.39
deciduous,70.0,19.5,24.5,522.0,24.61
deciduous,80.0,20.4,27.0,446.0,25.54
deciduous,90.0,21.0,29.4,387.0,26.27
deciduous,100.0,21.5,31.7,339.0,26.76
deciduous,110.0,21.9,33.9,300.0,27.08
deciduous,120.0,22.2,36.1,268.0,27.43
deciduous,20.0,8.0,8.1,2232.0,11.5
deciduous,30.0,11.0,11.1,1503.0,14.54
deciduous,40.0,13.2,13.9,1119.0,16.98
deciduous,50.0,15.0,16.5,880.0,18.82
deciduous,60.0,16.3,18.9,717.0,20.12
deciduous,70.0,17.3,21.2,599.0,21.14
deciduous,80.0,18.1,23.5,511.0,22.16
deciduous,90.0,18.8,25.6,441.0,22.7
deciduous,100.0,19.2,27.6,386.0,23.09
deciduous,110.0,19.6,29.6,341.0,23.47
deciduous,120.0,19.8,31.5,304.0,23.69
deciduous,20.0,6.2,7.9,1840.0,9.02
deciduous,30.0,8.8,11.1,1213.0,11.74
deciduous,40.0,10.8,13.8,921.0,13.78
deciduous,50.0,12.4,16.1,750.0,15.27
deciduous,60.0,13.5,18.1,637.0,16.39
deciduous,70.0,14.4,19.9,557.0,17.32
deciduous,80.0,15.0,21.5,496.0,18.01
deciduous,90.0,15.5,22.8,449.0,18.33
deciduous,100.0,15.8,24.1,410.0,18.7
deciduous,110.0,16.0,25.2,378.0,18.85
deciduous,120.0,16.1,26.2,351.0,18.92
deciduous,20.0,13.6,17.0,971.0,22.04
deciduous,30.0,17.9,24.0,586.0,26.51
deciduous,40.0,20.9,29.4,432.0,29.33
deciduous,50.0,23.1,33.4,352.0,30.84
deciduous,60.0,24.7,36.6,305.0,32.09
deciduous,70.0,25.8,38.9,274.0,32.56
deciduous,80.0,26.7,40.7,253.0,32.92
deciduous,90.0,27.3,42.0,239.0,33.11
deciduous,100.0,27.8,42.9,228.0,32.96
deciduous,110.0,28.1,43.6,221.0,33.0
deciduous,120.0,28.3,44.0,215.0,32.69
deciduous,20.0,12.2,14.9,1181.0,20.59
deciduous,30.0,16.1,21.1,713.0,24.93
deciduous,40.0,18.8,25.8,526.0,27.5
deciduous,50.0,20.8,29.4,430.0,29.19
deciduous,60.0,22.2,32.2,373.0,30.37
deciduous,70.0,23.3,34.2,336.0,30.87
deciduous,80.0,24.1,35.8,311.0,31.31
deciduous,90.0,24.6,36.9,293.0,31.33
deciduous,100.0,25.0,37.7,281.0,31.37
deciduous,110.0,25.3,38.3,272.0,31.34
deciduous,120.0,25.5,38.7,265.0,31.17
deciduous,20.0,10.8,12.8,1457.0,18.75
deciduous,30.0,14.2,18.2,875.0,22.76
deciduous,40.0,16.6,22.4,646.0,25.46
deciduous,50.0,18.4,25.5,528.0,26.97
deciduous,60.0,19.7,27.9,459.0,28.06
deciduous,70.0,20.6,29.7,414.0,28.68
deciduous,80.0,21.3,31.0,384.0,28.98
deciduous,90.0,21.8,32.0,363.0,29.19
deciduous,100.0,22.2,32.7,348.0,29.23
deciduous,110.0,22.4,33.2,338.0,29.26
deciduous,120.0,22.6,33.5,330.0,29.09
deciduous,20.0,9.1,10.6,1870.0,16.5
deciduous,30.0,12.1,15.2,1108.0,20.11
deciduous,40.0,14.2,18.7,815.0,22.38
deciduous,50.0,15.7,21.4,667.0,23.99
deciduous,60.0,16.8,23.4,581.0,24.99
deciduous,70.0,17.6,24.9,525.0,25.57
deciduous,80.0,18.2,26.0,489.0,25.96
deciduous,90.0,18.6,26.9,463.0,26.31
deciduous,100.0,18.9,27.5,445.0,26.43
deciduous,110.0,19.1,27.8,433.0,26.28
deciduous,120.0,19.2,28.1,424.0,26.29
deciduous,20.0,7.1,7.9,2691.0,13.19
deciduous,30.0,9.5,11.6,1540.0,16.28
deciduous,40.0,11.4,14.5,1120.0,18.49
deciduous,50.0,12.3,16.6,913.0,19.76
deciduous,60.0,13.2,18.3,795.0,20.91
deciduous,70.0,13.8,19.5,722.0,21.56
deciduous,80.0,14.3,20.4,674.0,22.03
deciduous,90.0,14.6,21.0,643.0,22.27
deciduous,100.0,14.8,21.5,621.0,22.55
deciduous,110.0,15.0,21.8,607.0,22.66
deciduous,120.0,15.0,22.0,598.0,22.73
deciduous,30.0,5.9,5.4,6010.0,13.76
deciduous,40.0,6.9,6.9,4084.0,15.27
deciduous,50.0,7.6,8.2,3223.0,17.02
deciduous,60.0,8.2,9.1,2773.0,18.04
deciduous,70.0,8.6,9.8,2519.0,19.0
deciduous,80.0,8.8,10.3,2373.0,19.77
deciduous,90.0,9.0,10.7,2293.0,20.62
deciduous,100.0,9.2,11.0,2256.0,21.44
deciduous,110.0,9.3,11.2,2250.0,22.17
deciduous,120.0,9.3,11.3,2267.0,22.74
coniferous,20.0,8.6,8.5,6188.0,35.1
coniferous,30.0,14.8,13.2,3089.0,42.5
coniferous,40.0,20.7,18.3,1839.0,48.2
coniferous,50.0,26.0,23.7,1196.0,52.7
coniferous,60.0,30.5,29.5,818.0,56.0
coniferous,70.0,34.4,35.7,576.0,57.8
coniferous,80.0,37.6,42.2,413.0,57.8
coniferous,90.0,40.3,48.8,298.0,55.8
coniferous,100.0,42.5,55.5,207.0,50.1
coniferous,20.0,8.0,8.3,6380.0,34.1
coniferous,30.0,13.8,12.8,3214.0,41.6
coniferous,40.0,19.3,17.6,1937.0,47.1
coniferous,50.0,24.3,22.6,1280.0,51.4
coniferous,60.0,28.6,27.9,894.0,54.6
coniferous,70.0,32.3,33.4,647.0,56.5
coniferous,80.0,35.3,38.9,479.0,57.1
coniferous,90.0,37.9,44.5,362.0,56.2
coniferous,100.0,40.0,49.9,276.0,54.1
coniferous,20.0,7.4,8.0,6566.0,33.2
coniferous,30.0,12.8,12.5,3332.0,40.6
coniferous,40.0,18.1,17.0,2028.0,46.1
coniferous,50.0,22.8,21.7,1357.0,50.2
coniferous,60.0,26.9,26.6,962.0,53.3
coniferous,70.0,30.4,31.5,710.0,55.3
coniferous,80.0,33.4,36.5,538.0,56.2
coniferous,90.0,35.8,41.3,418.0,55.9
coniferous,100.0,37.9,46.0,330.0,54.7
coniferous,110.0,39.6,50.3,265.0,52.6
coniferous,20.0,6.9,7.8,6759.0,32.1
coniferous,30.0,12.0,12.1,3452.0,39.6
coniferous,40.0,16.9,16.4,2118.0,45.0
coniferous,50.0,21.4,20.9,1433.0,49.1
coniferous,60.0,25.3,25.4,1029.0,52.1
coniferous,70.0,28.7,29.9,770.0,54.1
coniferous,80.0,31.5,34.4,595.0,55.1
coniferous,90.0,33.9,38.7,471.0,55.3
coniferous,100.0,35.9,42.8,380.0,54.6
coniferous,110.0,37.5,46.5,313.0,53.3
coniferous,120.0,38.9,50.0,262.0,51.5
coniferous,20.0,6.4,7.5,6961.0,31.0
coniferous,30.0,11.2,11.7,3575.0,38.5
coniferous,40.0,15.8,15.9,2209.0,43.8
coniferous,50.0,20.1,20.1,1508.0,47.8
coniferous,60.0,23.8,24.3,1094.0,50.8
coniferous,70.0,27.0,28.5,829.0,52.8
coniferous,80.0,29.8,32.5,649.0,54.0
coniferous,90.0,32.1,36.4,521.0,54.3
coniferous,100.0,34.0,40.1,428.0,54.1
coniferous,110.0,35.6,43.5,359.0,53.3
coniferous,120.0,36.9,46.5,306.0,52.1
coniferous,130.0,38.0,49.2,266.0,50.7
coniferous,20.0,5.9,7.3,7177.0,29.7
coniferous,30.0,10.4,11.3,3702.0,37.3
coniferous,40.0,14.8,15.4,2303.0,42.6
coniferous,50.0,18.8,19.4,1583.0,46.6
coniferous,60.0,22.4,23.3,1159.0,49.5
coniferous,70.0,25.5,27.2,886.0,51.5
coniferous,80.0,28.1,30.9,701.0,52.7
coniferous,90.0,30.3,34.5,570.0,53.3
coniferous,100.0,32.2,37.8,474.0,53.3
coniferous,110.0,33.8,40.9,402.0,52.8
coniferous,120.0,35.1,43.6,348.0,52.0
coniferous,130.0,36.2,46.1,306.0,51.0
coniferous,140.0,37.1,48.2,273.0,49.9
coniferous,20.0,5.5,7.0,7411.0,28.4
coniferous,30.0,9.6,10.9,3838.0,36.0
coniferous,40.0,13.7,14.8,2400.0,41.3
coniferous,50.0,17.6,18.6,1660.0,45.2
coniferous,60.0,21.0,22.4,1224.0,48.1
coniferous,70.0,23.9,26.0,944.0,50.1
coniferous,80.0,26.5,29.5,753.0,51.4
coniferous,90.0,28.6,32.8,618.0,52.1
coniferous,100.0,30.5,35.8,518.0,52.2
coniferous,110.0,32.0,38.6,444.0,52.0
coniferous,120.0,33.3,41.1,387.0,51.5
coniferous,130.0,34.4,43.4,344.0,50.8
coniferous,140.0,35.3,45.3,309.0,50.0
coniferous,150.0,36.0,47.0,282.0,49.1
coniferous,20.0,5.0,6.7,7668.0,27.0
coniferous,30.0,8.9,10.5,3984.0,34.6
coniferous,40.0,12.8,14.2,2502.0,39.9
coniferous,50.0,16.4,17.9,1740.0,43.8
coniferous,60.0,19.6,21.4,1291.0,46.6
coniferous,70.0,22.4,24.9,1002.0,48.6
coniferous,80.0,24.9,28.1,805.0,50.0
coniferous,90.0,27.0,31.2,664.0,50.8
coniferous,100.0,28.8,34.0,561.0,51.1
coniferous,110.0,30.3,36.6,484.0,51.0
coniferous,120.0,31.6,39.0,425.0,50.7
coniferous,130.0,32.6,41.0,379.0,50.2
coniferous,140.0,33.5,42.9,343.0,49.6
coniferous,150.0,34.3,44.5,315.0,48.9
coniferous,160.0,34.9,45.8,293.0,48.2
coniferous,20.0,4.6,6.4,7958.0,25.4
coniferous,30.0,8.2,10.1,4146.0,33.0
coniferous,40.0,11.8,13.7,2613.0,38.3
coniferous,50.0,15.2,17.2,1825.0,42.2
coniferous,60.0,18.3,20.5,1360.0,45.0
coniferous,70.0,21.0,23.8,1061.0,47.1
coniferous,80.0,23.3,26.8,857.0,48.4
coniferous,90.0,25.4,29.7,711.0,49.3
coniferous,100.0,27.1,32.4,604.0,49.7
coniferous,110.0,28.6,34.8,523.0,49.8
coniferous,120.0,29.9,37.0,462.0,49.6
coniferous,130.0,30.9,38.9,413.0,49.3
coniferous,140.0,31.8,40.7,376.0,48.8
coniferous,150.0,32.6,42.2,346.0,48.3
coniferous,160.0,33.2,43.5,322.0,47.8
coniferous,170.0,33.7,44.6,302.0,47.2
coniferous,20.0,4.2,6.0,8284.0,23.8
coniferous,30.0,7.5,9.6,4323.0,31.3
coniferous,40.0,10.8,13.1,2732.0,36.6
coniferous,50.0,14.0,16.4,1915.0,40.5
coniferous,60.0,16.9,19.6,1432.0,43.3
coniferous,70.0,19.5,22.7,1122.0,45.4
coniferous,80.0,21.8,25.6,909.0,46.8
coniferous,90.0,23.8,28.3,757.0,47.7
coniferous,100.0,25.5,30.8,645.0,48.2
coniferous,110.0,27.0,33.1,561.0,48.4
coniferous,120.0,28.2,35.2,496.0,48.4
coniferous,130.0,29.3,37.1,445.0,48.1
coniferous,140.0,30.2,38.7,405.0,47.8
coniferous,150.0,31.0,40.2,373.0,47.4
coniferous,160.0,31.6,41.5,348.0,46.9
coniferous,170.0,32.1,42.5,327.0,46.5
coniferous,180.0,32.6,43.5,310.0,46.1
coniferous,30.0,6.8,9.1,4526.0,29.4
coniferous,40.0,9.9,12.4,2866.0,34.7
coniferous,50.0,12.9,15.6,2013.0,38.6
coniferous,60.0,15.6,18.7,1510.0,41.4
coniferous,70.0,18.1,21.6,1185.0,43.5
coniferous,80.0,20.3,24.4,963.0,45.0
coniferous,90.0,22.3,27.0,804.0,46.0
coniferous,100.0,23.9,29.4,687.0,46.6
coniferous,110.0,25.4,31.6,598.0,46.9
coniferous,120.0,26.6,33.6,529.0,46.9
coniferous,130.0,27.7,35.4,475.0,46.8
coniferous,140.0,28.6,37.0,433.0,46.5
coniferous,150.0,29.4,38.4,398.0,46.2
coniferous,160.0,30.0,39.7,371.0,45.8
coniferous,170.0,30.6,40.7,349.0,45.4
coniferous,180.0,31.1,41.7,330.0,45.1
coniferous,190.0,31.5,42.5,315.0,44.7
coniferous,30.0,6.2,8.5,4760.0,27.3
coniferous,40.0,9.0,11.7,3017.0,32.6
coniferous,50.0,11.8,14.8,2122.0,36.5
coniferous,60.0,14.3,17.7,1594.0,39.4
coniferous,70.0,16.7,20.5,1253.0,41.5
coniferous,80.0,18.8,23.2,1019.0,43.0
coniferous,90.0,20.7,25.7,852.0,44.1
coniferous,100.0,22.3,28.0,728.0,44.8
coniferous,110.0,23.8,30.1,633.0,45.1
coniferous,120.0,25.0,32.1,560.0,45.2
coniferous,130.0,26.1,33.8,503.0,45.2
coniferous,140.0,27.1,35.4,457.0,45.0
coniferous,150.0,27.9,36.8,420.0,44.7
coniferous,160.0,28.5,38.1,390.0,44.4
coniferous,170.0,29.1,39.2,366.0,44.1
coniferous,180.0,29.6,40.1,346.0,43.7
coniferous,190.0,30.1,40.9,329.0,43.4
coniferous,200.0,30.4,41.7,316.0,43.1
coniferous,20.0,3.7,5.3,10026.0,22.12
coniferous,30.0,5.5,8.0,5039.0,25.0
coniferous,40.0,8.1,11.0,3193.0,30.2
coniferous,50.0,10.6,13.9,2246.0,34.1
coniferous,60.0,13.1,16.7,1687.0,37.1
coniferous,70.0,15.3,19.4,1326.0,39.2
coniferous,80.0,17.3,22.0,1079.0,40.8
coniferous,90.0,19.2,24.4,901.0,42.0
coniferous,100.0,20.8,26.6,768.0,42.7
coniferous,110.0,22.2,28.7,668.0,43.2
coniferous,120.0,23.5,30.6,590.0,43.4
coniferous,130.0,24.6,32.3,528.0,43.4
coniferous,140.0,25.5,33.9,478.0,43.2
coniferous,150.0,26.4,35.4,438.0,43.0
coniferous,160.0,27.1,36.6,405.0,42.7
coniferous,170.0,27.7,37.8,379.0,42.4
coniferous,180.0,28.3,38.8,356.0,42.1
coniferous,190.0,28.7,39.7,338.0,41.7
coniferous,200.0,29.2,40.4,323.0,41.4
coniferous,40.0,7.2,10.2,3406.0,27.6
coniferous,50.0,9.5,12.9,2393.0,31.5
coniferous,60.0,11.7,15.6,1795.0,34.4
coniferous,70.0,13.8,18.2,1409.0,36.7
coniferous,80.0,15.8,20.7,1143.0,38.4
coniferous,90.0,17.6,23.0,952.0,39.6
coniferous,100.0,19.2,25.2,810.0,40.4
coniferous,110.0,20.6,27.3,701.0,40.9
coniferous,120.0,21.9,29.2,617.0,41.2
coniferous,130.0,23.0,30.9,549.0,41.3
coniferous,140.0,24.0,32.6,495.0,41.2
coniferous,150.0,24.9,34.0,451.0,41.0
coniferous,160.0,25.7,35.4,415.0,40.7
coniferous,170.0,26.4,36.6,385.0,40.4
coniferous,180.0,27.0,37.7,360.0,40.1
coniferous,190.0,27.5,38.6,339.0,39.7
coniferous,200.0,28.0,39.5,321.0,39.4
coniferous,40.0,6.2,9.2,3677.0,24.6
coniferous,50.0,8.3,11.9,2574.0,28.5
coniferous,60.0,10.4,14.4,1925.0,31.5
coniferous,70.0,12.4,16.9,1505.0,33.8
coniferous,80.0,14.2,19.3,1216.0,35.5
coniferous,90.0,16.0,21.6,1008.0,36.8
coniferous,100.0,17.6,23.7,853.0,37.8
coniferous,110.0,19.0,25.8,734.0,38.4
coniferous,120.0,20.3,27.8,640.0,38.7
coniferous,130.0,21.5,29.6,566.0,38.9
coniferous,140.0,22.6,31.3,505.0,38.8
coniferous,150.0,23.5,32.8,456.0,38.6
coniferous,160.0,24.4,34.3,415.0,38.4
coniferous,170.0,25.2,35.6,381.0,38.0
coniferous,180.0,25.9,36.8,353.0,37.6
coniferous,190.0,26.5,38.0,329.0,37.2
coniferous,200.0,27.0,39.0,308.0,36.8
coniferous,40.0,5.3,8.2,4044.0,21.2
coniferous,50.0,7.1,10.6,2814.0,25.0
coniferous,60.0,9.0,13.1,2091.0,28.0
coniferous,70.0,10.8,15.4,1624.0,30.4
coniferous,80.0,12.6,17.8,1303.0,32.2
coniferous,90.0,14.3,20.0,1071.0,33.7
coniferous,100.0,15.9,22.2,897.0,34.7
coniferous,110.0,17.3,24.3,764.0,35.4
coniferous,120.0,18.7,26.3,659.0,35.8
coniferous,130.0,20.0,28.2,575.0,36.0
coniferous,140.0,21.2,30.1,506.0,36.0
coniferous,150.0,22.2,31.8,450.0,35.8
coniferous,160.0,23.2,33.5,403.0,35.5
coniferous,170.0,24.1,35.0,364.0,35.1
coniferous,180.0,24.9,36.5,330.0,34.5
coniferous,190.0,25.7,37.8,302.0,34.0
coniferous,200.0,26.4,39.1,278.0,33.3
coniferous,50.0,5.9,9.1,3167.0,20.8
coniferous,60.0,7.5,11.4,2327.0,23.8
coniferous,70.0,9.2,13.7,1786.0,26.2
coniferous,80.0,10.8,15.9,1414.0,28.2
coniferous,90.0,12.5,18.2,1146.0,29.8
coniferous,100.0,14.0,20.4,945.0,31.0
coniferous,110.0,15.6,22.6,791.0,31.8
coniferous,120.0,17.1,24.8,669.0,32.3
coniferous,130.0,18.5,27.0,571.0,32.6
coniferous,140.0,19.8,29.1,490.0,32.5
coniferous,150.0,21.1,31.1,424.0,32.3
coniferous,160.0,22.3,33.2,368.0,31.8
coniferous,170.0,23.4,35.1,321.0,31.1
coniferous,180.0,24.5,37.1,281.0,30.3
coniferous,190.0,25.5,38.9,246.0,29.3
coniferous,200.0,26.4,40.7,216.0,28.1
coniferous,60.0,5.8,9.3,2723.0,18.5
coniferous,70.0,7.3,11.4,2045.0,21.0
coniferous,80.0,8.8,13.6,1581.0,23.1
coniferous,90.0,10.4,15.9,1248.0,24.8
coniferous,100.0,12.0,18.3,1000.0,26.2
coniferous,110.0,13.7,20.7,809.0,27.2
coniferous,120.0,15.3,23.2,659.0,27.9
coniferous,130.0,17.0,25.8,538.0,28.1
coniferous,140.0,18.7,28.5,439.0,28.0
coniferous,150.0,20.4,31.3,357.0,27.4
coniferous,160.0,22.0,34.2,287.0,26.4
coniferous,170.0,23.7,37.2,229.0,24.8
coniferous,180.0,25.4,40.3,178.0,22.7
coniferous,190.0,27.1,43.6,135.0,20.1
coniferous,200.0,28.9,46.9,97.0,16.7
coniferous,20.0,13.3,13.5,1923.0,27.7
coniferous,25.0,17.7,17.2,1553.0,36.0
coniferous,30.0,21.2,20.5,1275.0,42.2
coniferous,35.0,24.0,23.5,1069.0,46.3
coniferous,40.0,26.3,26.1,918.0,49.2
coniferous,45.0,28.1,28.6,803.0,51.6
coniferous,50.0,29.7,30.8,716.0,53.5
coniferous,55.0,31.0,32.9,646.0,55.1
coniferous,60.0,32.1,34.9,589.0,56.4
coniferous,65.0,33.1,36.8,543.0,57.6
coniferous,70.0,33.9,38.5,504.0,58.6
coniferous,75.0,34.7,40.1,469.0,59.5
coniferous,80.0,35.3,41.7,441.0,60.2
coniferous,85.0,35.9,43.2,416.0,60.9
coniferous,90.0,36.4,44.6,394.0,61.5
coniferous,95.0,36.9,45.9,374.0,62.0
coniferous,100.0,37.3,47.2,357.0,62.4
coniferous,105.0,37.7,48.4,341.0,62.8
coniferous,110.0,38.1,49.6,327.0,63.2
coniferous,115.0,38.4,50.7,314.0,63.6
coniferous,120.0,38.7,51.8,302.0,63.9
coniferous,20.0,11.0,11.7,2151.0,23.3
coniferous,25.0,14.9,15.0,1749.0,31.1
coniferous,30.0,18.0,18.0,1454.0,37.2
coniferous,35.0,20.6,20.8,1230.0,41.8
coniferous,40.0,22.7,23.3,1057.0,45.2
coniferous,45.0,24.4,25.7,924.0,47.8
coniferous,50.0,25.8,27.8,819.0,49.8
coniferous,55.0,26.9,29.8,736.0,51.4
coniferous,60.0,27.9,31.7,670.0,52.8
coniferous,65.0,28.8,33.5,615.0,54.1
coniferous,70.0,29.5,35.1,569.0,55.2
coniferous,75.0,30.2,36.7,530.0,56.2
coniferous,80.0,30.8,38.2,497.0,57.0
coniferous,85.0,31.3,39.7,468.0,57.8
coniferous,90.0,31.7,41.1,443.0,58.6
coniferous,95.0,32.1,42.4,420.0,59.2
coniferous,100.0,32.5,43.6,400.0,59.8
coniferous,105.0,32.8,44.8,382.0,60.4
coniferous,110.0,33.2,46.0,367.0,60.9
coniferous,115.0,33.4,47.1,353.0,61.4
coniferous,120.0,33.7,48.2,339.0,61.8
coniferous,25.0,12.1,12.6,2060.0,25.7
coniferous,30.0,14.9,15.3,1711.0,31.4
coniferous,35.0,17.2,17.8,1450.0,36.0
coniferous,40.0,19.0,20.1,1251.0,39.7
coniferous,45.0,20.6,22.2,1096.0,42.6
coniferous,50.0,21.8,24.3,970.0,44.9
coniferous,55.0,22.8,26.2,869.0,46.7
coniferous,60.0,23.7,28.0,786.0,48.3
coniferous,65.0,24.5,29.7,718.0,49.6
coniferous,70.0,25.1,31.3,661.0,50.7
coniferous,75.0,25.7,32.8,613.0,51.7
coniferous,80.0,26.2,34.2,571.0,52.6
coniferous,85.0,26.7,35.6,535.0,53.4
coniferous,90.0,27.0,37.0,504.0,54.2
coniferous,95.0,27.4,38.3,477.0,54.8
coniferous,100.0,27.7,39.5,453.0,55.5
coniferous,105.0,28.0,40.7,431.0,56.1
coniferous,110.0,28.3,41.8,412.0,56.6
coniferous,115.0,28.5,42.9,395.0,57.1
coniferous,120.0,28.7,44.0,379.0,57.6
coniferous,25.0,9.3,9.9,2637.0,20.2
coniferous,30.0,11.8,12.2,2155.0,25.1
coniferous,35.0,13.7,14.4,1805.0,29.2
coniferous,40.0,15.4,16.4,1542.0,32.6
coniferous,45.0,16.7,18.4,1340.0,35.5
coniferous,50.0,17.8,20.2,1181.0,37.8
coniferous,55.0,18.7,22.0,1052.0,39.9
coniferous,60.0,19.4,23.6,949.0,41.6
coniferous,65.0,20.2,25.2,863.0,43.1
coniferous,70.0,20.6,26.7,791.0,44.4
coniferous,75.0,21.1,28.2,729.0,45.5
coniferous,80.0,21.6,29.6,677.0,46.5
coniferous,85.0,21.9,30.9,630.0,47.4
coniferous,90.0,22.3,32.2,590.0,48.2
coniferous,95.0,22.6,33.5,555.0,48.9
coniferous,100.0,22.8,34.7,524.0,49.5
coniferous,105.0,23.1,35.8,498.0,50.2
coniferous,110.0,23.3,37.0,472.0,50.7
coniferous,115.0,23.5,38.1,451.0,51.3
coniferous,120.0,23.6,39.1,430.0,51.7
coniferous,35.0,10.3,10.7,2469.0,22.3
coniferous,40.0,11.7,12.5,2058.0,25.2
coniferous,45.0,12.9,14.2,1750.0,27.7
coniferous,50.0,13.8,15.8,1515.0,29.8
coniferous,55.0,14.6,17.4,1328.0,31.6
coniferous,60.0,15.2,18.9,1179.0,33.2
coniferous,65.0,15.8,20.4,1058.0,34.5
coniferous,70.0,16.2,21.8,958.0,35.7
coniferous,75.0,16.7,23.2,873.0,36.8
coniferous,80.0,17.0,24.5,802.0,37.8
coniferous,85.0,17.3,25.8,741.0,38.7
coniferous,90.0,17.6,27.0,688.0,39.5
coniferous,95.0,17.8,28.2,642.0,40.2
coniferous,100.0,18.0,29.4,602.0,40.9
coniferous,105.0,18.2,30.5,566.0,41.5
coniferous,110.0,18.4,31.6,534.0,42.1
coniferous,115.0,18.5,32.7,507.0,42.6
coniferous,120.0,18.7,33.8,481.0,43.1
coniferous,20.0,12.1,10.8,2310.0,21.3
coniferous,25.0,15.4,14.1,1755.0,27.6
coniferous,30.0,18.1,17.0,1425.0,32.5
coniferous,35.0,20.3,19.6,1207.0,36.2
coniferous,40.0,22.2,21.7,1055.0,39.1
coniferous,45.0,23.7,23.6,947.0,41.5
coniferous,50.0,24.9,25.3,868.0,43.6
coniferous,55.0,26.0,26.8,806.0,45.5
coniferous,60.0,26.9,28.2,756.0,47.0
coniferous,65.0,27.7,29.4,713.0,48.3
coniferous,70.0,28.4,30.5,679.0,49.5
coniferous,75.0,29.0,31.5,649.0,50.5
coniferous,80.0,29.6,32.4,623.0,51.3
coniferous,85.0,30.1,33.2,600.0,52.0
coniferous,90.0,30.5,34.0,580.0,52.7
coniferous,95.0,30.9,34.7,563.0,53.3
coniferous,100.0,31.3,35.4,547.0,53.8
coniferous,25.0,12.5,13.0,1833.0,24.1
coniferous,30.0,14.9,15.7,1499.0,28.9
coniferous,35.0,16.8,18.0,1281.0,32.7
coniferous,40.0,18.4,20.1,1127.0,35.7
coniferous,45.0,19.8,21.9,1013.0,38.2
coniferous,50.0,20.9,23.5,926.0,40.2
coniferous,55.0,21.9,24.9,857.0,41.8
coniferous,60.0,22.7,26.2,802.0,43.2
coniferous,65.0,23.5,27.4,757.0,44.5
coniferous,70.0,24.1,28.4,721.0,45.6
coniferous,75.0,24.7,29.3,689.0,46.6
coniferous,80.0,25.2,30.2,664.0,47.6
coniferous,85.0,25.7,31.0,641.0,48.4
coniferous,90.0,26.1,31.7,621.0,49.1
coniferous,95.0,26.5,32.4,603.0,49.8
coniferous,100.0,26.8,33.0,588.0,50.4
coniferous,25.0,9.7,11.1,2092.0,20.1
coniferous,30.0,11.6,13.4,1715.0,24.3
coniferous,35.0,13.3,15.5,1471.0,27.8
coniferous,40.0,14.7,17.4,1299.0,30.8
coniferous,45.0,15.9,19.0,1174.0,33.2
coniferous,50.0,16.9,20.4,1077.0,35.3
coniferous,55.0,17.8,21.7,1000.0,37.1
coniferous,60.0,18.5,22.9,939.0,38.6
coniferous,65.0,19.2,23.9,888.0,39.9
coniferous,70.0,19.8,24.9,844.0,41.0
coniferous,75.0,20.3,25.7,807.0,42.0
coniferous,80.0,20.8,26.5,775.0,42.8
coniferous,85.0,21.3,27.3,747.0,43.6
coniferous,90.0,21.6,27.9,724.0,44.3
coniferous,95.0,22.0,28.5,702.0,44.9
coniferous,100.0,22.3,29.1,682.0,45.4
coniferous,30.0,8.5,10.4,2245.0,19.1
coniferous,35.0,9.9,12.1,1921.0,22.0
coniferous,40.0,11.0,13.6,1697.0,24.6
coniferous,45.0,12.0,14.9,1533.0,26.8
coniferous,50.0,12.9,16.1,1406.0,28.7
coniferous,55.0,13.7,17.2,1308.0,30.4
coniferous,60.0,14.4,18.2,1228.0,31.9
coniferous,65.0,15.0,19.1,1161.0,33.2
coniferous,70.0,15.5,19.9,1105.0,34.3
coniferous,75.0,16.0,20.6,1057.0,35.3
coniferous,80.0,16.4,21.3,1017.0,36.3
coniferous,85.0,16.8,21.9,981.0,37.1
coniferous,90.0,17.2,22.5,949.0,37.8
coniferous,95.0,17.6,23.1,921.0,38.5
coniferous,100.0,17.9,23.6,896.0,39.1
coniferous,45.0,8.1,9.5,2698.0,18.9
coniferous,50.0,8.8,10.3,2453.0,20.5
coniferous,55.0,9.4,11.1,2261.0,21.9
coniferous,60.0,10.0,11.8,2108.0,23.2
coniferous,65.0,10.5,12.5,1980.0,24.3
